wastewater_treatment_plant.name,collection_date,target,dilution,assay,gc_per_lww,TotalDroplets,flow,ara_id,population
ARA Altenrhein,2023-02-11T00:00:00Z,RSV-N,3,respv4,4258.552932864637,27148,14471,323700,64000
ARA Altenrhein,2023-02-11T00:00:00Z,IBV-M,3,respv4,38612.012886009084,22463,14471,323700,64000
ARA Altenrhein,2023-02-11T00:00:00Z,IAV-M,3,respv4,59215.63748772197,22463,14471,323700,64000
ARA Altenrhein,2023-02-11T00:00:00Z,SARS-N2,3,respv4,491001.6539702666,22463,14471,323700,64000
ARA Altenrhein,2023-02-11T00:00:00Z,RSV-N,3,respv4,2573.3319184239185,22463,14471,323700,64000
CDA Lugano,2023-02-09T00:00:00Z,IBV-M,3,respv4,50975.77645581683,28361,36723,515100,124000
CDA Lugano,2023-02-09T00:00:00Z,IAV-M,3,respv4,18346.101184561518,28361,36723,515100,124000
CDA Lugano,2023-02-09T00:00:00Z,SARS-N2,3,respv4,411123.1608856477,28361,36723,515100,124000
CDA Lugano,2023-02-09T00:00:00Z,RSV-N,3,respv4,26501.79336148746,28361,36723,515100,124000
ARA Werdhoelzli,2023-02-09T00:00:00Z,IBV-M,3,respv4,128707.74461160872,27426,140027,26101,471000
ARA Werdhoelzli,2023-02-09T00:00:00Z,IAV-M,3,respv4,16863.38519963755,27426,140027,26101,471000
ARA Werdhoelzli,2023-02-09T00:00:00Z,SARS-N2,3,respv4,516559.4823414285,27426,140027,26101,471000
ARA Werdhoelzli,2023-02-09T00:00:00Z,RSV-N,3,respv4,23188.42321679484,27426,140027,26101,471000
ARA Werdhoelzli,2023-02-09T00:00:00Z,IBV-M,3,respv4,118225.45153270276,26429,140027,26101,471000
ARA Werdhoelzli,2023-02-09T00:00:00Z,IAV-M,3,respv4,13124.22654728073,26429,140027,26101,471000
ARA Werdhoelzli,2023-02-09T00:00:00Z,SARS-N2,3,respv4,518479.3416743383,26429,140027,26101,471000
ARA Werdhoelzli,2023-02-09T00:00:00Z,RSV-N,3,respv4,24063.358732630848,26429,140027,26101,471000
STEP Aire,2023-02-09T00:00:00Z,IBV-M,5,respv4,133473.31096124157,25280,127545,664301,454000
STEP Aire,2023-02-09T00:00:00Z,IAV-M,5,respv4,41928.83211178838,25280,127545,664301,454000
STEP Aire,2023-02-09T00:00:00Z,SARS-N2,5,respv4,225104.86101996416,25280,127545,664301,454000
STEP Aire,2023-02-09T00:00:00Z,RSV-N,5,respv4,3810.958036853964,25280,127545,664301,454000
STEP Aire,2023-02-09T00:00:00Z,IBV-M,5,respv4,172059.18590247177,24098,127545,664301,454000
STEP Aire,2023-02-09T00:00:00Z,IAV-M,5,respv4,43985.89888516851,24098,127545,664301,454000
STEP Aire,2023-02-09T00:00:00Z,SARS-N2,5,respv4,260208.43930589923,24098,127545,664301,454000
STEP Aire,2023-02-09T00:00:00Z,RSV-N,5,respv4,0,24098,127545,664301,454000
ARA Chur,2023-02-09T00:00:00Z,IBV-M,5,respv4,13170.077078636765,29262,11512,390101,55000
ARA Chur,2023-02-09T00:00:00Z,IAV-M,5,respv4,0,29262,11512,390101,55000
ARA Chur,2023-02-09T00:00:00Z,SARS-N2,5,respv4,419031.3449839143,29262,11512,390101,55000
ARA Chur,2023-02-09T00:00:00Z,RSV-N,5,respv4,16462.877683250746,29262,11512,390101,55000
ARA Chur,2023-02-09T00:00:00Z,IBV-M,5,respv4,42232.387764859166,27380,11512,390101,55000
ARA Chur,2023-02-09T00:00:00Z,IAV-M,5,respv4,7037.445759374788,27380,11512,390101,55000
ARA Chur,2023-02-09T00:00:00Z,SARS-N2,5,respv4,440831.3433582504,27380,11512,390101,55000
ARA Chur,2023-02-09T00:00:00Z,RSV-N,5,respv4,14075.405632477567,27380,11512,390101,55000
ARA Altenrhein,2023-02-09T00:00:00Z,IBV-M,3,respv4,10696.620657869169,27022,15462,323700,64000
ARA Altenrhein,2023-02-09T00:00:00Z,IAV-M,3,respv4,12836.182341085074,27022,15462,323700,64000
ARA Altenrhein,2023-02-09T00:00:00Z,SARS-N2,3,respv4,418641.96441197325,27022,15462,323700,64000
ARA Altenrhein,2023-02-09T00:00:00Z,RSV-N,3,respv4,2139.165783349314,27022,15462,323700,64000
CDA Lugano,2023-01-31T00:00:00Z,IBV-M,3,respv4,52354.26567408133,26510,37990,515100,124000
CDA Lugano,2023-01-31T00:00:00Z,IAV-M,3,respv4,37079.37261036538,26510,37990,515100,124000
CDA Lugano,2023-01-31T00:00:00Z,SARS-N2,3,respv4,611566.6395199045,26510,37990,515100,124000
CDA Lugano,2023-01-31T00:00:00Z,RSV-N,3,respv4,30534.225322828417,26510,37990,515100,124000
CDA Lugano,2023-01-31T00:00:00Z,IBV-M,3,respv4,54752.096097404814,27462,37990,515100,124000
CDA Lugano,2023-01-31T00:00:00Z,IAV-M,3,respv4,23158.019368594763,27462,37990,515100,124000
CDA Lugano,2023-01-31T00:00:00Z,SARS-N2,3,respv4,649828.867789101,27462,37990,515100,124000
CDA Lugano,2023-01-31T00:00:00Z,RSV-N,3,respv4,27369.565323686238,27462,37990,515100,124000
ARA Werdhoelzli,2023-01-31T00:00:00Z,IBV-M,3,respv4,85249.58142524975,27142,145850,26101,471000
ARA Werdhoelzli,2023-01-31T00:00:00Z,IAV-M,3,respv4,42609.0747644769,27142,145850,26101,471000
ARA Werdhoelzli,2023-01-31T00:00:00Z,SARS-N2,3,respv4,498354.94321238174,27142,145850,26101,471000
ARA Werdhoelzli,2023-01-31T00:00:00Z,RSV-N,3,respv4,12779.42483736393,27142,145850,26101,471000
ARA Werdhoelzli,2023-01-31T00:00:00Z,IBV-M,3,respv4,48644.549029416696,27342,145850,26101,471000
ARA Werdhoelzli,2023-01-31T00:00:00Z,IAV-M,3,respv4,42297.285809543326,27342,145850,26101,471000
ARA Werdhoelzli,2023-01-31T00:00:00Z,SARS-N2,3,respv4,458456.8768368418,27342,145850,26101,471000
ARA Werdhoelzli,2023-01-31T00:00:00Z,RSV-N,3,respv4,14800.52964381187,27342,145850,26101,471000
STEP Aire,2023-01-31T00:00:00Z,IBV-M,5,respv4,115944.63913165571,26605,137498,664301,454000
STEP Aire,2023-01-31T00:00:00Z,IAV-M,5,respv4,47085.68162763985,26605,137498,664301,454000
STEP Aire,2023-01-31T00:00:00Z,SARS-N2,5,respv4,344619.2434873239,26605,137498,664301,454000
STEP Aire,2023-01-31T00:00:00Z,RSV-N,5,respv4,10863.884126029487,26605,137498,664301,454000
STEP Aire,2023-01-31T00:00:00Z,IBV-M,5,respv4,105231.15593534944,25648,137498,664301,454000
STEP Aire,2023-01-31T00:00:00Z,IAV-M,5,respv4,52601.20997734611,25648,137498,664301,454000
STEP Aire,2023-01-31T00:00:00Z,SARS-N2,5,respv4,402754.5049611755,25648,137498,664301,454000
STEP Aire,2023-01-31T00:00:00Z,RSV-N,5,respv4,15025.986723144673,25648,137498,664301,454000
ARA Chur,2023-01-31T00:00:00Z,IBV-M,5,respv4,16563.784898773836,23267,11083,390101,55000
ARA Chur,2023-01-31T00:00:00Z,IAV-M,5,respv4,57985.71075838951,23267,11083,390101,55000
ARA Chur,2023-01-31T00:00:00Z,SARS-N2,5,respv4,523132.13888453686,23267,11083,390101,55000
ARA Chur,2023-01-31T00:00:00Z,RSV-N,5,respv4,41414.8031827804,23267,11083,390101,55000
ARA Chur,2023-01-31T00:00:00Z,IBV-M,5,respv4,11490.600989291403,25154,11083,390101,55000
ARA Chur,2023-01-31T00:00:00Z,IAV-M,5,respv4,45970.6293183501,25154,11083,390101,55000
ARA Chur,2023-01-31T00:00:00Z,SARS-N2,5,respv4,568509.9761229135,25154,11083,390101,55000
ARA Chur,2023-01-31T00:00:00Z,RSV-N,5,respv4,34475.915321356944,25154,11083,390101,55000
CDA Lugano,2023-01-30T00:00:00Z,IBV-M,3,respv4,52656.796878547044,27456,38788,515100,124000
CDA Lugano,2023-01-30T00:00:00Z,IAV-M,3,respv4,29481.896333431683,27456,38788,515100,124000
CDA Lugano,2023-01-30T00:00:00Z,SARS-N2,3,respv4,539363.351070694,27456,38788,515100,124000
CDA Lugano,2023-01-30T00:00:00Z,RSV-N,3,respv4,37908.05789471723,27456,38788,515100,124000
CDA Lugano,2023-01-30T00:00:00Z,IBV-M,3,respv4,36544.33858079291,26898,38788,515100,124000
CDA Lugano,2023-01-30T00:00:00Z,IAV-M,3,respv4,34394.03193068584,26898,38788,515100,124000
CDA Lugano,2023-01-30T00:00:00Z,SARS-N2,3,respv4,620073.4254721489,26898,38788,515100,124000
CDA Lugano,2023-01-30T00:00:00Z,RSV-N,3,respv4,25793.60516164296,26898,38788,515100,124000
ARA Werdhoelzli,2023-01-30T00:00:00Z,IBV-M,3,respv4,57207.036600123174,27295,147342,26101,471000
ARA Werdhoelzli,2023-01-30T00:00:00Z,IAV-M,3,respv4,29655.84039372342,27295,147342,26101,471000
ARA Werdhoelzli,2023-01-30T00:00:00Z,SARS-N2,3,respv4,420838.9932310161,27295,147342,26101,471000
ARA Werdhoelzli,2023-01-30T00:00:00Z,RSV-N,3,respv4,21181.190492810405,27295,147342,26101,471000
ARA Werdhoelzli,2023-01-30T00:00:00Z,IBV-M,3,respv4,47249.62366746951,26925,147342,26101,471000
ARA Werdhoelzli,2023-01-30T00:00:00Z,IAV-M,3,respv4,27915.563694490153,26925,147342,26101,471000
ARA Werdhoelzli,2023-01-30T00:00:00Z,SARS-N2,3,respv4,467750.1183138676,26925,147342,26101,471000
ARA Werdhoelzli,2023-01-30T00:00:00Z,RSV-N,3,respv4,19324.723490212244,26925,147342,26101,471000
STEP Aire,2023-01-30T00:00:00Z,IBV-M,5,respv4,32525.631861847836,26662,143451,664301,454000
STEP Aire,2023-01-30T00:00:00Z,IAV-M,5,respv4,21682.53439816858,26662,143451,664301,454000
STEP Aire,2023-01-30T00:00:00Z,SARS-N2,5,respv4,242399.08450908575,26662,143451,664301,454000
STEP Aire,2023-01-30T00:00:00Z,RSV-N,5,respv4,7226.969260369624,26662,143451,664301,454000
STEP Aire,2023-01-30T00:00:00Z,IBV-M,5,respv4,46054.87157112245,25108,143451,664301,454000
STEP Aire,2023-01-30T00:00:00Z,IAV-M,5,respv4,46054.87157112245,25108,143451,664301,454000
STEP Aire,2023-01-30T00:00:00Z,SARS-N2,5,respv4,342098.6744549661,25108,143451,664301,454000
STEP Aire,2023-01-30T00:00:00Z,RSV-N,5,respv4,15349.177707945448,25108,143451,664301,454000
ARA Chur,2023-01-30T00:00:00Z,IBV-M,5,respv4,10678.046342765525,27068,11397,390101,55000
ARA Chur,2023-01-30T00:00:00Z,IAV-M,5,respv4,24917.28276969595,27068,11397,390101,55000
ARA Chur,2023-01-30T00:00:00Z,SARS-N2,5,respv4,528199.7681553,27068,11397,390101,55000
ARA Chur,2023-01-30T00:00:00Z,RSV-N,5,respv4,42719.28841565999,27068,11397,390101,55000
ARA Chur,2023-01-30T00:00:00Z,IBV-M,5,respv4,18940.158063590552,25435,11397,390101,55000
ARA Chur,2023-01-30T00:00:00Z,IAV-M,5,respv4,56831.648691747505,25435,11397,390101,55000
ARA Chur,2023-01-30T00:00:00Z,SARS-N2,5,respv4,467012.2051526964,25435,11397,390101,55000
ARA Chur,2023-01-30T00:00:00Z,RSV-N,5,respv4,22728.636550881587,25435,11397,390101,55000
ARA Altenrhein,2023-01-30T00:00:00Z,IBV-M,3,respv4,10071.167933501007,22960,14403,323700,64000
ARA Altenrhein,2023-01-30T00:00:00Z,IAV-M,3,respv4,35256.767307192036,22960,14403,323700,64000
ARA Altenrhein,2023-01-30T00:00:00Z,SARS-N2,3,respv4,292778.650216718,22960,14403,323700,64000
ARA Altenrhein,2023-01-30T00:00:00Z,RSV-N,3,respv4,32737.713498669975,22960,14403,323700,64000
ARA Altenrhein,2023-01-30T00:00:00Z,IBV-M,3,respv4,10090.947209860904,22915,14403,323700,64000
ARA Altenrhein,2023-01-30T00:00:00Z,IAV-M,3,respv4,27754.344813495503,22915,14403,323700,64000
ARA Altenrhein,2023-01-30T00:00:00Z,SARS-N2,3,respv4,336472.10886515264,22915,14403,323700,64000
ARA Altenrhein,2023-01-30T00:00:00Z,RSV-N,3,respv4,22707.108992072463,22915,14403,323700,64000
CDA Lugano,2023-01-29T00:00:00Z,IBV-M,3,respv4,42789.86017209766,25676,37127,515100,124000
CDA Lugano,2023-01-29T00:00:00Z,IAV-M,3,respv4,22517.03047759942,25676,37127,515100,124000
CDA Lugano,2023-01-29T00:00:00Z,SARS-N2,3,respv4,322830.6524045088,25676,37127,515100,124000
CDA Lugano,2023-01-29T00:00:00Z,RSV-N,3,respv4,47295.89916783761,25676,37127,515100,124000
ARA Werdhoelzli,2023-01-29T00:00:00Z,IBV-M,3,respv4,97877.99630762632,26598,140409,26101,471000
ARA Werdhoelzli,2023-01-29T00:00:00Z,IAV-M,3,respv4,15214.584962779394,26598,140409,26101,471000
ARA Werdhoelzli,2023-01-29T00:00:00Z,SARS-N2,3,respv4,401263.14273750933,26598,140409,26101,471000
ARA Werdhoelzli,2023-01-29T00:00:00Z,RSV-N,3,respv4,30433.17564614706,26598,140409,26101,471000
ARA Werdhoelzli,2023-01-29T00:00:00Z,IBV-M,3,respv4,75202.38332574036,27689,140409,26101,471000
ARA Werdhoelzli,2023-01-29T00:00:00Z,IAV-M,3,respv4,25056.591747952818,27689,140409,26101,471000
ARA Werdhoelzli,2023-01-29T00:00:00Z,SARS-N2,3,respv4,402214.7166202389,27689,140409,26101,471000
ARA Werdhoelzli,2023-01-29T00:00:00Z,RSV-N,3,respv4,39677.954409492675,27689,140409,26101,471000
ARA Chur,2023-01-29T00:00:00Z,IBV-M,5,respv4,20651.47139315663,27993,10096,390101,55000
ARA Chur,2023-01-29T00:00:00Z,IAV-M,5,respv4,51636.981286683025,27993,10096,390101,55000
ARA Chur,2023-01-29T00:00:00Z,SARS-N2,5,respv4,320596.34804187773,27993,10096,390101,55000
ARA Chur,2023-01-29T00:00:00Z,RSV-N,5,respv4,55080.43097627374,27993,10096,390101,55000
ARA Chur,2023-01-29T00:00:00Z,IBV-M,5,respv4,14491.988095495173,26593,10096,390101,55000
ARA Chur,2023-01-29T00:00:00Z,IAV-M,5,respv4,39858.214032837,26593,10096,390101,55000
ARA Chur,2023-01-29T00:00:00Z,SARS-N2,5,respv4,268455.3029605188,26593,10096,390101,55000
ARA Chur,2023-01-29T00:00:00Z,RSV-N,5,respv4,65231.12069269247,26593,10096,390101,55000
ARA Altenrhein,2023-01-29T00:00:00Z,IBV-M,3,respv4,6202.865336888204,27958,13763,323700,64000
ARA Altenrhein,2023-01-29T00:00:00Z,IAV-M,3,respv4,26883.891750016177,27958,13763,323700,64000
ARA Altenrhein,2023-01-29T00:00:00Z,SARS-N2,3,respv4,367112.7312363868,27958,13763,323700,64000
ARA Altenrhein,2023-01-29T00:00:00Z,RSV-N,3,respv4,45503.14403150911,27958,13763,323700,64000
ARA Altenrhein,2023-01-29T00:00:00Z,IBV-M,3,respv4,8711.90178108702,26542,13763,323700,64000
ARA Altenrhein,2023-01-29T00:00:00Z,IAV-M,3,respv4,30497.402437745484,26542,13763,323700,64000
ARA Altenrhein,2023-01-29T00:00:00Z,SARS-N2,3,respv4,360460.44565566676,26542,13763,323700,64000
ARA Altenrhein,2023-01-29T00:00:00Z,RSV-N,3,respv4,21782.216864041024,26542,13763,323700,64000
ARA Sensetal,2023-01-29T00:00:00Z,IBV-M,3,respv4,16825.956006619454,27487,18092,66700,62000
ARA Sensetal,2023-01-29T00:00:00Z,IAV-M,3,respv4,21033.210408950556,27487,18092,66700,62000
ARA Sensetal,2023-01-29T00:00:00Z,SARS-N2,3,respv4,96816.20154323283,27487,18092,66700,62000
ARA Sensetal,2023-01-29T00:00:00Z,RSV-N,3,respv4,10515.648523263284,27487,18092,66700,62000
CDA Lugano,2023-01-28T00:00:00Z,IBV-M,3,respv4,47698.53652522927,24247,36549,515100,124000
CDA Lugano,2023-01-28T00:00:00Z,IAV-M,3,respv4,42926.9112783325,24247,36549,515100,124000
CDA Lugano,2023-01-28T00:00:00Z,SARS-N2,3,respv4,368298.0645070644,24247,36549,515100,124000
CDA Lugano,2023-01-28T00:00:00Z,RSV-N,3,respv4,26229.324142451696,24247,36549,515100,124000
CDA Lugano,2023-01-28T00:00:00Z,IBV-M,3,respv4,44537.23515427843,24669,36549,515100,124000
CDA Lugano,2023-01-28T00:00:00Z,IAV-M,3,respv4,42192.31443396903,24669,36549,515100,124000
CDA Lugano,2023-01-28T00:00:00Z,SARS-N2,3,respv4,274802.15834873164,24669,36549,515100,124000
CDA Lugano,2023-01-28T00:00:00Z,RSV-N,3,respv4,37502.75835415043,24669,36549,515100,124000
ARA Werdhoelzli,2023-01-28T00:00:00Z,IBV-M,3,respv4,57908.86718090058,24967,141836,26101,471000
ARA Werdhoelzli,2023-01-28T00:00:00Z,IAV-M,3,respv4,32421.817953905203,24967,141836,26101,471000
ARA Werdhoelzli,2023-01-28T00:00:00Z,SARS-N2,3,respv4,474239.84148299124,24967,141836,26101,471000
ARA Werdhoelzli,2023-01-28T00:00:00Z,RSV-N,3,respv4,16208.635812606331,24967,141836,26101,471000
ARA Werdhoelzli,2023-01-28T00:00:00Z,IBV-M,3,respv4,76331.25247700218,26522,141836,26101,471000
ARA Werdhoelzli,2023-01-28T00:00:00Z,IAV-M,3,respv4,19618.411195122462,26522,141836,26101,471000
ARA Werdhoelzli,2023-01-28T00:00:00Z,SARS-N2,3,respv4,463900.70538762544,26522,141836,26101,471000
ARA Werdhoelzli,2023-01-28T00:00:00Z,RSV-N,3,respv4,26159.36153023199,26522,141836,26101,471000
ARA Chur,2023-01-28T00:00:00Z,IBV-M,5,respv4,14541.753035938138,26502,10029,390101,55000
ARA Chur,2023-01-28T00:00:00Z,IAV-M,5,respv4,36358.49900880829,26502,10029,390101,55000
ARA Chur,2023-01-28T00:00:00Z,SARS-N2,5,respv4,426255.7788837392,26502,10029,390101,55000
ARA Chur,2023-01-28T00:00:00Z,RSV-N,5,respv4,80006.81826945698,26502,10029,390101,55000
ARA Chur,2023-01-28T00:00:00Z,IBV-M,5,respv4,7135.437819814245,27004,10029,390101,55000
ARA Chur,2023-01-28T00:00:00Z,IAV-M,5,respv4,39251.44971539503,27004,10029,390101,55000
ARA Chur,2023-01-28T00:00:00Z,SARS-N2,5,respv4,446983.6799280718,27004,10029,390101,55000
ARA Chur,2023-01-28T00:00:00Z,RSV-N,5,respv4,67808.00664912908,27004,10029,390101,55000
ARA Altenrhein,2023-01-28T00:00:00Z,IBV-M,3,respv4,4391.192937738173,26328,13663,323700,64000
ARA Altenrhein,2023-01-28T00:00:00Z,IAV-M,3,respv4,30745.3582307719,26328,13663,323700,64000
ARA Altenrhein,2023-01-28T00:00:00Z,SARS-N2,3,respv4,531555.2421251042,26328,13663,323700,64000
ARA Altenrhein,2023-01-28T00:00:00Z,RSV-N,3,respv4,32942.08113783763,26328,13663,323700,64000
ARA Altenrhein,2023-01-28T00:00:00Z,IBV-M,3,respv4,8622.55727246151,26817,13663,323700,64000
ARA Altenrhein,2023-01-28T00:00:00Z,IAV-M,3,respv4,28028.015196587694,26817,13663,323700,64000
ARA Altenrhein,2023-01-28T00:00:00Z,SARS-N2,3,respv4,582751.4156154147,26817,13663,323700,64000
ARA Altenrhein,2023-01-28T00:00:00Z,RSV-N,3,respv4,23715.12818036405,26817,13663,323700,64000
ARA Sensetal,2023-01-28T00:00:00Z,IBV-M,3,respv4,12141.290180554259,23807,18279,66700,62000
ARA Sensetal,2023-01-28T00:00:00Z,IAV-M,3,respv4,2428.0540279567367,23807,18279,66700,62000
ARA Sensetal,2023-01-28T00:00:00Z,SARS-N2,3,respv4,60731.96907425289,23807,18279,66700,62000
ARA Sensetal,2023-01-28T00:00:00Z,RSV-N,3,respv4,9712.82811915084,23807,18279,66700,62000
ARA Sensetal,2023-01-28T00:00:00Z,IBV-M,3,respv4,25170.245643999377,27564,18279,66700,62000
ARA Sensetal,2023-01-28T00:00:00Z,IAV-M,3,respv4,16778.945896654106,27564,18279,66700,62000
ARA Sensetal,2023-01-28T00:00:00Z,SARS-N2,3,respv4,56648.473404499404,27564,18279,66700,62000
ARA Sensetal,2023-01-28T00:00:00Z,RSV-N,3,respv4,4194.279884880492,27564,18279,66700,62000
CDA Lugano,2023-01-26T00:00:00Z,IBV-M,3,respv4,33863.84672042159,27319,39171,515100,124000
CDA Lugano,2023-01-26T00:00:00Z,IAV-M,3,respv4,19045.972599883742,27319,39171,515100,124000
CDA Lugano,2023-01-26T00:00:00Z,SARS-N2,3,respv4,473775.4506428349,27319,39171,515100,124000
CDA Lugano,2023-01-26T00:00:00Z,RSV-N,3,respv4,23279.26332703893,27319,39171,515100,124000
CDA Lugano,2023-01-26T00:00:00Z,IBV-M,3,respv4,35368.94695683706,24522,39171,515100,124000
CDA Lugano,2023-01-26T00:00:00Z,IAV-M,3,respv4,21218.771070241208,24522,39171,515100,124000
CDA Lugano,2023-01-26T00:00:00Z,SARS-N2,3,respv4,456741.0046364715,24522,39171,515100,124000
CDA Lugano,2023-01-26T00:00:00Z,RSV-N,3,respv4,14144.981890745663,24522,39171,515100,124000
ARA Werdhoelzli,2023-01-26T00:00:00Z,IBV-M,3,respv4,45633.118504929414,25344,153205,26101,471000
ARA Werdhoelzli,2023-01-26T00:00:00Z,IAV-M,3,respv4,18248.924605588836,25344,153205,26101,471000
ARA Werdhoelzli,2023-01-26T00:00:00Z,SARS-N2,3,respv4,315604.28998354817,25344,153205,26101,471000
ARA Werdhoelzli,2023-01-26T00:00:00Z,RSV-N,3,respv4,20530.445326142937,25344,153205,26101,471000
ARA Werdhoelzli,2023-01-26T00:00:00Z,IBV-M,3,respv4,47612.27947424185,26720,153205,26101,471000
ARA Werdhoelzli,2023-01-26T00:00:00Z,IAV-M,3,respv4,15145.108070723358,26720,153205,26101,471000
ARA Werdhoelzli,2023-01-26T00:00:00Z,SARS-N2,3,respv4,279741.9651635645,26720,153205,26101,471000
ARA Werdhoelzli,2023-01-26T00:00:00Z,RSV-N,3,respv4,6490.274708774514,26720,153205,26101,471000
ARA Chur,2023-01-26T00:00:00Z,IBV-M,5,respv4,20741.879012262158,27871,11297,390101,55000
ARA Chur,2023-01-26T00:00:00Z,IAV-M,5,respv4,41488.22472738253,27871,11297,390101,55000
ARA Chur,2023-01-26T00:00:00Z,SARS-N2,5,respv4,412216.96129078756,27871,11297,390101,55000
ARA Chur,2023-01-26T00:00:00Z,RSV-N,5,respv4,24199.293058470827,27871,11297,390101,55000
ARA Chur,2023-01-26T00:00:00Z,IBV-M,5,respv4,3530.0043490054877,27292,11297,390101,55000
ARA Chur,2023-01-26T00:00:00Z,IAV-M,5,respv4,63559.87644846039,27292,11297,390101,55000
ARA Chur,2023-01-26T00:00:00Z,SARS-N2,5,respv4,452895.1542998319,27292,11297,390101,55000
ARA Chur,2023-01-26T00:00:00Z,RSV-N,5,respv4,17651.315331843758,27292,11297,390101,55000
ARA Altenrhein,2023-01-26T00:00:00Z,IBV-M,3,respv4,4132.361183351937,27977,14979,323700,64000
ARA Altenrhein,2023-01-26T00:00:00Z,IAV-M,3,respv4,28932.734065386816,27977,14979,323700,64000
ARA Altenrhein,2023-01-26T00:00:00Z,SARS-N2,3,respv4,402220.87804735807,27977,14979,323700,64000
ARA Altenrhein,2023-01-26T00:00:00Z,RSV-N,3,respv4,30999.912186591253,27977,14979,323700,64000
ARA Altenrhein,2023-01-26T00:00:00Z,IBV-M,3,respv4,6494.406861288956,26703,14979,323700,64000
ARA Altenrhein,2023-01-26T00:00:00Z,IAV-M,3,respv4,34645.27136229062,26703,14979,323700,64000
ARA Altenrhein,2023-01-26T00:00:00Z,SARS-N2,3,respv4,443290.30137568124,26703,14979,323700,64000
ARA Altenrhein,2023-01-26T00:00:00Z,RSV-N,3,respv4,32479.33344323264,26703,14979,323700,64000
CDA Lugano,2023-01-24T00:00:00Z,IBV-M,3,respv4,22271.87463671067,18171,39605,515100,124000
CDA Lugano,2023-01-24T00:00:00Z,IAV-M,3,respv4,9544.03836199319,18171,39605,515100,124000
CDA Lugano,2023-01-24T00:00:00Z,SARS-N2,3,respv4,309391.62931536534,18171,39605,515100,124000
CDA Lugano,2023-01-24T00:00:00Z,RSV-N,3,respv4,22271.87463671067,18171,39605,515100,124000
CDA Lugano,2023-01-24T00:00:00Z,IBV-M,3,respv4,14144.981890745663,28609,39605,515100,124000
CDA Lugano,2023-01-24T00:00:00Z,IAV-M,3,respv4,14144.981890745663,28609,39605,515100,124000
CDA Lugano,2023-01-24T00:00:00Z,SARS-N2,3,respv4,257170.22197789713,28609,39605,515100,124000
CDA Lugano,2023-01-24T00:00:00Z,RSV-N,3,respv4,12124.058257706703,28609,39605,515100,124000
ARA Werdhoelzli,2023-01-24T00:00:00Z,IBV-M,3,respv4,46382.41252115993,23688,158255,26101,471000
ARA Werdhoelzli,2023-01-24T00:00:00Z,IAV-M,3,respv4,36614.60070997502,23688,158255,26101,471000
ARA Werdhoelzli,2023-01-24T00:00:00Z,SARS-N2,3,respv4,345096.35760137544,23688,158255,26101,471000
ARA Werdhoelzli,2023-01-24T00:00:00Z,RSV-N,3,respv4,17083.927480079827,23688,158255,26101,471000
ARA Werdhoelzli,2023-01-24T00:00:00Z,IBV-M,3,respv4,29123.27966430405,27794,158255,26101,471000
ARA Werdhoelzli,2023-01-24T00:00:00Z,IAV-M,3,respv4,35365.89192892938,27794,158255,26101,471000
ARA Werdhoelzli,2023-01-24T00:00:00Z,SARS-N2,3,respv4,354636.414838095,27794,158255,26101,471000
ARA Werdhoelzli,2023-01-24T00:00:00Z,RSV-N,3,respv4,16640.077324871603,27794,158255,26101,471000
ARA Chur,2023-01-24T00:00:00Z,IBV-M,5,respv4,7060.396755097797,27291,10868,390101,55000
ARA Chur,2023-01-24T00:00:00Z,IAV-M,5,respv4,31775.860992865597,27291,10868,390101,55000
ARA Chur,2023-01-24T00:00:00Z,SARS-N2,5,respv4,410360.74188452604,27291,10868,390101,55000
ARA Chur,2023-01-24T00:00:00Z,RSV-N,5,respv4,28244.69215970039,27291,10868,390101,55000
ARA Chur,2023-01-24T00:00:00Z,IBV-M,5,respv4,3461.513525704001,27832,10868,390101,55000
ARA Chur,2023-01-24T00:00:00Z,IAV-M,5,respv4,41546.37325086746,27832,10868,390101,55000
ARA Chur,2023-01-24T00:00:00Z,SARS-N2,5,respv4,371089.07641716907,27832,10868,390101,55000
ARA Chur,2023-01-24T00:00:00Z,RSV-N,5,respv4,34620.73335858417,27832,10868,390101,55000
ARA Altenrhein,2023-01-24T00:00:00Z,IBV-M,3,respv4,4285.388904220804,26978,14812,323700,64000
ARA Altenrhein,2023-01-24T00:00:00Z,IAV-M,3,respv4,6428.202502290401,26978,14812,323700,64000
ARA Altenrhein,2023-01-24T00:00:00Z,SARS-N2,3,respv4,173812.87991590763,26978,14812,323700,64000
ARA Altenrhein,2023-01-24T00:00:00Z,RSV-N,3,respv4,10714.068019795268,26978,14812,323700,64000
ARA Altenrhein,2023-01-24T00:00:00Z,IBV-M,3,respv4,0,26817,14812,323700,64000
ARA Altenrhein,2023-01-24T00:00:00Z,IAV-M,3,respv4,10778.397578841796,26817,14812,323700,64000
ARA Altenrhein,2023-01-24T00:00:00Z,SARS-N2,3,respv4,172696.003896548,26817,14812,323700,64000
ARA Altenrhein,2023-01-24T00:00:00Z,RSV-N,3,respv4,28028.015196587694,26817,14812,323700,64000
ARA Sensetal,2023-01-24T00:00:00Z,IBV-M,3,respv4,2351.5028869704483,24582,19908,66700,62000
ARA Sensetal,2023-01-24T00:00:00Z,IAV-M,3,respv4,7054.795664837277,24582,19908,66700,62000
ARA Sensetal,2023-01-24T00:00:00Z,SARS-N2,3,respv4,89424.42820481719,24582,19908,66700,62000
