wastewater_treatment_plant.name,collection_date,target,dilution,assay,gc_per_lww,TotalDroplets,flow,ara_id,population
ARA Sensetal,2021-08-02T00:00:00Z,SARS-N1,3,n1mhv,0,24961,40523,66700,62000
ARA Werdhoelzli,2021-08-02T00:00:00Z,SARS-N1,3,n1mhv,7802.212086187071,26151,354438,26101,471000
ARA Werdhoelzli,2021-08-02T00:00:00Z,SARS-N1,3,n1mhv,14667.259353589588,25506,354438,26101,471000
ARA Chur,2021-08-02T00:00:00Z,SARS-N1,3,n1mhv,21493.072853715228,25320,16999,390101,55000
ARA Chur,2021-08-02T00:00:00Z,SARS-N1,3,n1mhv,25044.63148740734,25805,16999,390101,55000
ARA Altenrhein,2021-08-02T00:00:00Z,SARS-N1,3,n1mhv,19639.94996471563,22513,62641,323700,64000
ARA Altenrhein,2021-08-02T00:00:00Z,SARS-N1,3,n1mhv,16382.57806802222,24912,62641,323700,64000
STEP Aire,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,50731.38970285442,25488,260738,664301,454000
STEP Aire,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,52145.251751829375,25450,260738,664301,454000
ARA Altenrhein,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,3736.8301298595493,27299,111210,323700,64000
ARA Altenrhein,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,0,26034,111210,323700,64000
ARA Sensetal,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,0,25752,53464,66700,62000
ARA Sensetal,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,1393.26927931848,24405,53464,66700,62000
ARA Chur,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,11574.1776702308,23506,33277,390101,55000
ARA Chur,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,24892.69734164525,24596,33277,390101,55000
ARA Altenrhein,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,26145.36085947528,26020,32132,323700,64000
ARA Altenrhein,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,32716.554780785336,24955,32132,323700,64000
ARA Sensetal,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,5354.441194075723,25403,43182,66700,62000
ARA Sensetal,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,3971.8142892316914,25684,43182,66700,62000
ARA Chur,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,6709.031043728629,25343,23470,390101,55000
ARA Chur,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,21142.48008245465,24131,23470,390101,55000
ARA Altenrhein,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,23727.4369127494,27237,26034,323700,64000
ARA Altenrhein,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,38676.77688851762,26389,26034,323700,64000
ARA Sensetal,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,0,25698,44109,66700,62000
ARA Sensetal,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,0,25465,44109,66700,62000
ARA Chur,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,35733.756044822396,24753,15102,390101,55000
ARA Chur,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,23060.968432238522,25074,15102,390101,55000
ARA Altenrhein,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,23780.42301553253,25746,20231,323700,64000
ARA Sensetal,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,2671.121421885013,25460,28479,66700,62000
ARA Sensetal,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,1291.944454527389,26319,28479,66700,62000
ARA Altenrhein,2021-07-28T00:00:00Z,SARS-N1,3,n1mhv,11767.44781511739,26010,44298,323700,64000
ARA Altenrhein,2021-07-28T00:00:00Z,SARS-N1,3,n1mhv,7789.997389238556,26192,44298,323700,64000
ARA Altenrhein,2021-07-28T00:00:00Z,SARS-N1,3,n1mhv,12908.899214432751,26345,44298,323700,64000
ARA Sensetal,2021-07-28T00:00:00Z,SARS-N1,3,n1mhv,1360.6530793716609,24990,41483,66700,62000
ARA Sensetal,2021-07-28T00:00:00Z,SARS-N1,3,n1mhv,0,25900,41483,66700,62000
CDA Lugano,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,7616.0914468725005,26790,60014,515100,124000
CDA Lugano,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,11689.68291215341,26183,60014,515100,124000
ARA Werdhoelzli,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,6532.949108882849,26026,478095,26101,471000
ARA Werdhoelzli,2021-08-01T00:00:00Z,SARS-N1,3,n1mhv,11666.50899158997,26235,478095,26101,471000
CDA Lugano,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,16521.21672658047,24703,98831,515100,124000
CDA Lugano,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,15574.04819276671,26205,98831,515100,124000
ARA Werdhoelzli,2021-07-31T00:00:00Z,SARS-N1,3,n1mhv,14220.03409553813,26308,284891,26101,471000
CDA Lugano,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,11837.08980532836,25857,62627,515100,124000
CDA Lugano,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,13260.291924713149,25647,62627,515100,124000
ARA Werdhoelzli,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,55738.98515020285,26863,259149,26101,471000
ARA Werdhoelzli,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,52214.44533819545,26068,259149,26101,471000
STEP Vidy,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,19674.45044327674,25931,91129,558600,240000
STEP Vidy,2021-07-30T00:00:00Z,SARS-N1,3,n1mhv,28285.087197089593,25255,91129,558600,240000
CDA Lugano,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,7986.07381477578,25549,77959,515100,124000
CDA Lugano,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,4075.5986371285608,25030,77959,515100,124000
ARA Werdhoelzli,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,22434.44540376351,25774,231141,26101,471000
ARA Werdhoelzli,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,21334.6141100806,25508,231141,26101,471000
STEP Vidy,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,17767.410882856067,24885,91105,558600,240000
STEP Vidy,2021-07-29T00:00:00Z,SARS-N1,3,n1mhv,13040.592367564139,26079,91105,558600,240000
ARA Werdhoelzli,2021-07-28T00:00:00Z,SARS-N1,3,n1mhv,35015.548732319476,26232,312722,26101,471000
ARA Werdhoelzli,2021-07-28T00:00:00Z,SARS-N1,3,n1mhv,31585.73392243666,25848,312722,26101,471000
ARA Werdhoelzli,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,39853.37320194438,23903,273370,26101,471000
ARA Werdhoelzli,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,30462.43938547778,25684,273370,26101,471000
STEP Vidy,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,2732.843605586716,24885,118913,558600,240000
STEP Vidy,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,8071.38161467031,25279,118913,558600,240000
ARA Chur,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,29009.50617260594,23452,14726,390101,55000
ARA Chur,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,27251.54691361724,23716,14726,390101,55000
ARA Altenrhein,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,7049.831072176299,24118,22562,323700,64000
ARA Altenrhein,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,18349.27516979634,20389,22562,323700,64000
ARA Sensetal,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,4181.521264864778,24396,37550,66700,62000
ARA Sensetal,2021-07-27T00:00:00Z,SARS-N1,3,n1mhv,1365.7357510895972,24897,37550,66700,62000
ARA Werdhoelzli,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,23555.2763992083,24548,332711,26101,471000
ARA Werdhoelzli,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,26476.457243437468,24410,332711,26101,471000
STEP Vidy,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,11709.195629436479,23235,103166,558600,240000
STEP Vidy,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,23186.774884403123,24938,103166,558600,240000
ARA Chur,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,65195.37776355291,25580,27495,390101,55000
ARA Chur,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,41531.75076318081,24576,27495,390101,55000
ARA Altenrhein,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,4293.096546904343,23762,31780,323700,64000
ARA Altenrhein,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,9775.316035741018,24352,31780,323700,64000
ARA Sensetal,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,4142.1282152721205,24628,37969,66700,62000
ARA Sensetal,2021-07-26T00:00:00Z,SARS-N1,3,n1mhv,1339.797077321212,25379,37969,66700,62000
ARA Altenrhein,2021-07-25T00:00:00Z,SARS-N1,3,n1mhv,6404.965476095782,26546,37156,323700,64000
ARA Altenrhein,2021-07-25T00:00:00Z,SARS-N1,3,n1mhv,11659.84127185145,26250,37156,323700,64000
ARA Altenrhein,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,7921.57496533203,25757,33164,323700,64000
ARA Altenrhein,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,7903.7750524214025,25815,33164,323700,64000
ARA Altenrhein,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,6547.79414729399,25967,20338,323700,64000
ARA Altenrhein,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,7822.2553442805365,26084,20338,323700,64000
ARA Altenrhein,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,0,26445,21183,323700,64000
ARA Altenrhein,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,3872.4491952816843,26343,21183,323700,64000
ARA Altenrhein,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,2526.99937854752,26912,22952,323700,64000
ARA Altenrhein,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,1266.016573632133,26858,22952,323700,64000
ARA Chur,2021-07-25T00:00:00Z,SARS-N1,3,n1mhv,40376.48106623488,26964,19546,390101,55000
ARA Chur,2021-07-25T00:00:00Z,SARS-N1,3,n1mhv,50063.06939704745,25828,19546,390101,55000
ARA Sensetal,2021-07-25T00:00:00Z,SARS-N1,3,n1mhv,0,25350,48048,66700,62000
ARA Sensetal,2021-07-25T00:00:00Z,SARS-N1,3,n1mhv,1304.234292653454,26071,48048,66700,62000
ARA Sensetal,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,1335.9542709388988,25452,37557,66700,62000
ARA Sensetal,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,0,26884,37557,66700,62000
ARA Chur,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,69076.0617770014,26608,12028,390101,55000
ARA Chur,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,65519.59812584393,25973,12028,390101,55000
ARA Sensetal,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,0,27524,30099,66700,62000
ARA Sensetal,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,0,26415,30099,66700,62000
ARA Sensetal,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,0,26096,31631,66700,62000
ARA Sensetal,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,0,26918,31631,66700,62000
ARA Chur,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,15605.02117377598,26153,12815,390101,55000
ARA Chur,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,15346.7667805944,26593,12815,390101,55000
ARA Sensetal,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,0,23848,33594,66700,62000
ARA Sensetal,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,0,26119,33594,66700,62000
ARA Werdhoelzli,2021-07-25T00:00:00Z,SARS-N1,3,n1mhv,6358.790073681894,21391,424857,26101,471000
ARA Werdhoelzli,2021-07-25T00:00:00Z,SARS-N1,3,n1mhv,21879.329785305028,21764,424857,26101,471000
CDA Lugano,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,15784.31291281398,25856,45566,515100,124000
CDA Lugano,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,13325.77228312336,25521,45566,515100,124000
STEP Vidy,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,21675.47154794808,25107,152028,558600,240000
STEP Vidy,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,20136.62935991807,25336,152028,558600,240000
ARA Werdhoelzli,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,55403.904322944865,20269,298510,26101,471000
ARA Werdhoelzli,2021-07-24T00:00:00Z,SARS-N1,3,n1mhv,37322.29205656537,23700,298510,26101,471000
CDA Lugano,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,26298.03303868839,25869,33724,515100,124000
CDA Lugano,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,17082.82084941465,25882,33724,515100,124000
STEP Vidy,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,25319.46433257871,25525,109443,558600,240000
ARA Werdhoelzli,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,45305.85629985042,17273,255256,26101,471000
ARA Werdhoelzli,2021-07-23T00:00:00Z,SARS-N1,3,n1mhv,48502.89610922341,22449,255256,26101,471000
CDA Lugano,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,0,25603,42883,515100,124000
CDA Lugano,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,0,25407,42883,515100,124000
STEP Vidy,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,10762.69380590323,25278,115389,558600,240000
STEP Vidy,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,9321.282278777806,25538,115389,558600,240000
ARA Werdhoelzli,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,34478.472842422954,21707,307583,26101,471000
ARA Werdhoelzli,2021-07-22T00:00:00Z,SARS-N1,3,n1mhv,42208.15373846859,20152,307583,26101,471000
CDA Lugano,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,20969.49811908073,25952,34575,515100,124000
CDA Lugano,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,9499.103322684232,25060,34575,515100,124000
STEP Vidy,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,33291.81740088891,18393,121338,558600,240000
STEP Vidy,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,23746.284902581858,25783,121338,558600,240000
ARA Werdhoelzli,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,32756.4361663135,19732,433062,26101,471000
ARA Werdhoelzli,2021-07-21T00:00:00Z,SARS-N1,3,n1mhv,24068.30960484452,18372,433062,26101,471000
ARA Werdhoelzli,2021-07-15T00:00:00Z,SARS-N1,1,n1mhv,5223.375969253945,23874,478293,26101,471000
ARA Werdhoelzli,2021-07-15T00:00:00Z,SARS-N1,1,n1mhv,1372.4612066415789,24776,478293,26101,471000
CDA Lugano,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,29087.56574687945,25728,34978,515100,124000
CDA Lugano,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,27250.94478736875,26213,34978,515100,124000
STEP Vidy,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,23415.96098623604,24694,131315,558600,240000
STEP Vidy,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,17719.94388354242,26871,131315,558600,240000
ARA Sensetal,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,0,24230,36788,66700,62000
ARA Sensetal,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,0,25359,36788,66700,62000
ARA Werdhoelzli,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,23910.09415226171,27029,440524,26101,471000
ARA Werdhoelzli,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,30618.67845121408,26664,440524,26101,471000
ARA Chur,2021-07-20T00:00:00Z,SARS-N1,3,n1mhv,23540.68497570967,27453,12148,390101,55000
